Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
RUS,unknown supplier(s),2015,,1,?,Georgiy Agafonov,cargo ship,1,?,2015,Second hand,Second-hand; Ukrainian merchant ship sold to Turkish company for scrap or civilian use; resold to UK company and bought by Russian navy via Mongolian and/or Russian company for transport of military equipment to Syria; Russian designation Kazan-60,4,4,4
RUS,unknown supplier(s),2022,?,1,?,Mugin-5,UAV,1,,2023,New,,0.05,0.05,0.05
TAJ,Bulgaria,2013,?,15,?,BM-21 Grad 122mm,self-propelled MRL,15,,2013,Second hand,Second-hand,0.24,3.6,3.6
TAJ,China,2017,,10,?,Tiger,APV,10,?,2018,New,Possibly aid,0.14,1.4,1.4
TAJ,China,2018,?,10,?,VN-3,APV,10,?,2019,New,Possibly aid,0.14,1.4,1.4
TAJ,China,2017,?,10,?,VP-11,APC,10,?,2018,New,Possibly aid,0.15,1.5,1.5
TAJ,Iran,2021,?,,,Ababil-2,UAV,0,,,New,Produced under licence in Tajikistan,0,0,0
TAJ,Iran,2021,?,,,Ababil-T,armed UAV,0,,,New,Produced under licence in Tajikistan,0.1,0,0
TAJ,Russia,2017,?,4,?,BMP-2,IFV,4,?,2017,Second hand,Second-hand; aid,0.36,1.44,1.44
TAJ,Russia,2019,?,9,?,BRDM-2,reconnaissance AV,9,?,2019,Second hand but modernized,Second-hand but modernized to BRDM-2MS version before delivery; aid,0.1,0.89,0.89
TAJ,Russia,2015,,26,?,BTR-70,APC,26,?,2016,New,Second-hand BTR-70 but rebuilt to BTR-70M before delivery; aid,0.27,7.02,7.02
TAJ,Russia,2017,?,3,?,BTR-70,APC,3,?,2017,Second hand,Second-hand; aid,0.11,0.32,0.32
TAJ,Russia,2017,?,2,?,BTR-80,APC,2,?,2017,Second hand,Second-hand; aid,0.14,0.28,0.28
TAJ,Russia,2017,?,3,?,D-30 122mm,towed gun,3,,2017,Second hand,Second-hand; aid,0.14,0.42,0.42
TAJ,Russia,2007,?,4,,L-39C Albatros,trainer aircraft,4,,2007,Second hand,Second-hand; aid,1.8,7.2,7.2
TAJ,Russia,1993,,10,,Mi-17,transport helicopter,10,?,1994,Second hand,Second-hand; Mi-8MTV version,2.9,29,29
TAJ,Russia,2006,,2,,Mi-17,transport helicopter,2,,2006,Second hand,Second-hand; part of $26 m aid,2.9,5.8,5.8
TAJ,Russia,2006,,2,,Mi-24V/Mi-35,combat helicopter,2,,2006,Second hand,Second-hand; part of $26 m aid; version uncertain,3.4,6.8,6.8
TAJ,Russia,2017,?,2,?,Mi-24V/Mi-35,combat helicopter,2,?,2017,Second hand,Second-hand; aid,3.4,6.8,6.8
TAJ,Russia,2017,?,2,?,Mi-8T,transport helicopter,2,?,2017,Second hand,Second-hand; aid,2.4,4.8,4.8
TAJ,Russia,2019,?,1,,P-12,air search radar,1,,2019,Second hand,Second-hand; aid; P-18 version,1.8,1.8,1.8
TAJ,Russia,2007,,1,?,S-125 Pechora-2M,SAM system,1,?,2009,New,,30,30,30
TAJ,Russia,2017,?,3,,T-72B,tank,3,,2017,Second hand but modernized,Second-hand T-72B1 version but modernized before delivery; aid,1.72,5.15,5.15
TAJ,Russia,2018,?,10,?,Tigr,APV,10,?,2018; 2019,New,Probably incl Tigr-M version,0.15,1.5,1.5
TAJ,Russia,2022,?,4,?,TOS-1,self-propelled MRL,4,?,2022,Second hand,Second-hand; aid; TOS-1A version,0.48,1.92,1.92
TAJ,Russia,2022,?,4,?,TZM-T,ALV,4,?,2022,Second hand,Second-hand; aid; for support of TOS-1 MRL,0.2,0.8,0.8
TAJ,Russia,2007,?,50,,V-601,SAM,50,?,2009,Second hand but modernized,Probably second-hand but modernized before delivery; for S-125-2M SAM system,0.08,3.96,3.96
TKM,Austria,2010,?,10,?,Survivor-2,APC,10,?,2011,New,,0.32,3.2,3.2
TKM,Belarus,2015,?,10,?,BM-21 Grad 122mm,self-propelled MRL,10,,2016; 2017,Second hand,Second-hand,0.24,2.4,2.4
TKM,Belarus,2010,,4,?,Caracal,tank destroyer,4,?,2011,New,,0.5,2,2
TKM,Brazil,2019,?,5,,EMB-314 Super Tucano,trainer/combat aircraft,5,,2021,New,,4.5,22.5,22.5
TKM,Canada,2019,?,5,?,aircraft engine,aircraft engine,5,?,2021,New,Pratt & Whitney Canada PT-6A-68 (1250hp) turboprop for 5 EMB-314 trainer/combat aircraft from Brazil,0.5,2.5,2.5
TKM,China,2015,?,10,?,AR-1,ASM,10,?,2016,New,For CH-3 UAV,0.05,0.5,0.5
TKM,China,2015,?,2,?,CH-3,armed UAV,2,?,2016,New,,2.4,4.8,4.8
TKM,China,2015,?,10,?,CM-502KG,ASM,10,?,2016,New,For WJ-600 UCAV/UAV,0.15,1.5,1.5
TKM,China,2016,?,1,?,DWL-002,air search system,1,?,2017,New,,12,12,12
TKM,China,2015,?,40,?,FM-90,SAM,40,?,2016,New,,0.15,6,6
TKM,China,2015,?,1,?,FM-90,SAM system,1,?,2016,New,,16,16,16
TKM,China,2015,?,75,?,HQ-9,SAM,75,?,2016,New,,1,75,75
TKM,China,2015,?,1,?,HQ-9,SAM system,1,?,2016,New,,47,47,47
TKM,China,2015,?,40,?,KS-1A,SAM,40,?,2016,New,Probably KS-1C version,0.17,6.8,6.8
TKM,China,2015,?,1,?,KS-1A,SAM system,1,?,2016,New,Probably KS-1C version,47,47,47
TKM,China,2016,?,50,?,QW-2,portable SAM,50,?,2017,New,,0.07,3.5,3.5
TKM,China,2015,?,2,?,WJ-600,armed UAV,2,?,2016,New,,3,6,6
TKM,China,2015,?,1,?,YLC-18,air search radar,1,?,2016,New,,7.5,7.5,7.5
TKM,China,2015,?,1,?,YLC-2,air search radar,1,?,2016,New,YLC-2V version,12,12,12
TKM,Czechia,2015,,6,?,RM-70 122mm,self-propelled MRL,6,?,2016,Second hand,Probably second-hand,0.36,2.16,2.16
TKM,France,2019,?,25,?,MICA,BVRAAM,25,?,2021,New,For VL-MICA SAM system on C-92 (Turkmen) frigate,0.4,10,10
TKM,France,2012,?,28,?,Mistral,portable SAM,28,?,2013; 2017,New,For Simbad-RC SAM system on P-1200 OPV,0.09,2.52,2.52
TKM,France,2019,?,1,,VL-MICA,SAM system,1,,2021,New,For 1 C-92 (Turkmen) frigate from Turkey,20,20,20
TKM,Germany,2014,,12,,ship engine,ship engine,12,?,2015; 2016; 2017,New,MTU 20V4000 diesel engine for 6 Dearsan 33m FAC from Türkiye,1.5,18,18
TKM,Germany,2019,?,4,,ship engine,ship engine,4,,2021,New,18VP185 (4400hp) diesel engine; for 1 C-92 (Turkmen) frigate from Turkey,1.5,6,6
TKM,Germany,2010,?,10,?,vehicle engine,vehicle engine,10,?,2011,New,MAN 280hp diesel engine; for 10 Survivor-2 APC from Austria,0.03,0.3,0.3
TKM,Georgia,2003,?,1,,Su-25,ground attack aircraft,1,,2004,New,Payment for debt; Su-25KM version,11.5,11.5,11.5
TKM,Israel,2015,?,1,,CombatGuard,APV,1,,2016,New,,0.14,0.14,0.14
TKM,Israel,2020,?,4,?,SandCat,APV,4,?,2021,New,StormRider version,0.14,0.56,0.56
TKM,Israel,2020,?,10,?,SkyStriker,loitering munition,10,?,2021,New,,0.15,1.5,1.5
TKM,Italy,2011,?,6,?,A-109K,light helicopter,6,?,2016; 2017,New,AW109E Power version,2.75,16.5,16.5
TKM,Italy,2010,,4,,AW139,helicopter,4,?,2011,New,Part of EUR64 m deal (incl 1 more for government VIP transport),6,24,24
TKM,Italy,2019,?,2,,C-27J Spartan,transport aircraft,2,,2021,New,C-27J-NG version,16,32,32
TKM,Italy,2011,,2,,Compact 40L70,naval gun,2,,2011; 2012,New,EUR7 m deal; for 2 YTBK patrol craft from Turkey,2.5,5,5
TKM,Italy,2012,,8,,Compact 40L70,naval gun,8,,2013; 2014; 2015; 2016,New,For 8 YTBK patrol craft from Turkey,2.5,20,20
TKM,Italy,2010,,3,,Falco,UAV,3,,2011,New,EUR8.7 m deal; Falco-XN version,0.2,0.6,0.6
TKM,Italy,2019,?,1,,Kronos,multi-function radar,1,,2021,New,Kronos Naval version; for C-92 (Turkmen) frigate from Turkey,10,10,10
TKM,Italy,2019,?,6,,M-346FA,FGA aircraft,6,,2021,New,Incl 2 M-346FT versions,12,72,72
TKM,Italy,2014,?,25,?,Marte-2,anti-ship missile,25,?,2015; 2016; 2017,New,For 6 Dearsan 33m FAC,0.5,12.5,12.5
TKM,Italy,2019,?,15,?,Otomat-2,anti-ship missile,15,?,2021,New,For C-92 (Turkmen) frigate,1.1,16.5,16.5
TKM,Italy,2019,?,1,,Super Rapid 76mm,naval gun,1,,2021,New,For 1 C-92 (Turkmen) frigate from Italy,2.75,2.75,2.75
TKM,Netherlands,2011,,2,,Variant,air/sea search radar,2,,2011; 2012,New,For 2 YTBK patrol craft from Turkey,4.75,9.5,9.5
TKM,Netherlands,2012,,8,,Variant,air/sea search radar,8,,2013; 2014; 2015; 2016,New,For 8 YTBK patrol craft from Turkey,4.75,38,38
TKM,Russia,2010,?,60,?,Bastion,anti-tank missile,60,?,2011,New,For BMP-3 IFV,0.02,1.2,1.2
TKM,Russia,2010,?,6,?,BMP-3,IFV,6,?,2010,New,,1.45,8.7,8.7
TKM,Russia,2021,?,2,?,BPPU 30mm,IFV turret,2,?,2021,New,For Lazar IFV from Serbia,0.6,1.2,1.2
TKM,Russia,2009,?,8,?,BTR-80A,IFV,8,?,2009,New,Designation uncertain (reported as armoured vehicles),0.9,7.2,7.2
TKM,Russia,2012,?,60,?,Igla-S,portable SAM,60,,2013,New,Designation uncertain (reported as 'man-portable air-defence missiles'),0.08,4.8,4.8
TKM,Russia,2008,?,40,?,Kh-35,anti-ship missile,40,?,2011; 2012,New,$80-84 m deal; for Project-12418 (Tarantul) FAC,1,40,40
TKM,Russia,2013,,25,?,Kh-35,anti-ship missile,25,?,2013; 2014,New,$30-40 m deal,1,25,25
TKM,Russia,2009,,2,,Mi-17,transport helicopter,2,,2010,New,$22-23 m deal; Mi-171V version,7.25,14.5,14.5
TKM,Russia,2014,?,2,?,Mi-17,transport helicopter,2,,2015,New,Designation uncertain (reported as 'attack helicopter'),7.25,14.5,14.5
TKM,Russia,2009,,2,,Project-12200,patrol craft,2,,2009,New,,5.2,10.4,10.4
TKM,Russia,2008,,2,,Project-1241,FAC,2,,2011,New,Project-12418 (Tarantul-3) version,63.5,127,127
TKM,Russia,2008,?,2,?,S-125 Pechora-2M,SAM system,2,?,2015; 2016,New,S-125 SAM systems rebuilt to Pechora-2M and Pechora-2BM,30,60,60
TKM,Russia,2008,,6,,BM-9A52 Smerch,self-propelled MRL,6,?,2009; 2010,New,Possibly $70 m deal,1.2,7.2,7.2
TKM,Russia,2009,?,10,?,T-90S,tank,10,?,2009; 2012,New,,4,40,40
TKM,Russia,2020,?,1,?,Taifun-K-53949,APC,1,?,2021,New,,0.3,0.3,0.3
TKM,Russia,2008,?,100,?,V-601,SAM,100,?,2015; 2016,New,For Pechora-2M and Pechora-2BM SAM systems,0.12,12,12
TKM,Serbia,2021,,2,?,Lazar-3,IFV,2,?,2021,New,,0.82,1.64,1.64
TKM,Turkiye,2020,?,3,?,Bayraktar TB2,armed UAV,3,?,2021,New,,2.4,7.2,7.2
TKM,Turkiye,2019,,1,,C-92,frigate,1,,2021,New,Turkmen version; produced under licence in Turkmenistan; Turkmenistan designation Deniz Han,151.25,151.25,151.25
TKM,Turkiye,2015,?,111,?,Cobra,APV,111,?,2016; 2017,New,,0.15,16.65,16.65
TKM,Turkiye,2014,?,6,,Dearsan 33m FAC,FAC,6,?,2015; 2016; 2017,New,,32,192,192
TKM,Turkiye,2015,?,28,?,Kirpi,APC,28,,2016,New,,0.25,7,7
TKM,Turkiye,2011,,2,,YTBK,patrol craft,2,,2011; 2012,New,EUR55 m deal,20,40,40
TKM,Turkiye,2012,,8,?,YTBK,patrol craft,8,,2013; 2014; 2015; 2016,New,Assembled from kits in Turkmenistan; possibly including 2 FAC version; Turkmenistan designation Tuzla,20,160,160
TKM,UAE,2016,?,12,?,Nimr Armored,APV,12,?,2016,New,,0.18,2.16,2.16
TKM,UAE,2020,?,10,?,Titan,APC,10,?,2021,New,Titan-DS version,0.13,1.3,1.3
TKM,Ukraine,2011,?,6,?,2A36 Giatsint-B 152mm,towed gun,6,,2012,Second hand,Second-hand,0.4,2.4,2.4
TKM,Ukraine,2011,?,6,?,2A65 MSTA-B 152mm,towed gun,6,,2011,Second hand,Second-hand,0.4,2.4,2.4
TKM,Ukraine,2010,,2,,An-74,transport aircraft,2,?,2011; 2012,New,AN-74TK-200 version,26,52,52
TKM,Ukraine,2008,?,4,?,BMP-1U,IFV,4,?,2008,New,Second-hand BMP-1 rebuilt to BMP-1U or possibly Turkmeni BMP-1 rebuilt to BMP-1U,1.1,4.4,4.4
TKM,Ukraine,2008,?,4,?,Grom,IFV turret,4,?,2008,New,Probably for modernization of Turkmeni BTR-80 APC,0.6,2.4,2.4
TKM,Ukraine,2003,,3,?,Kolchuga,air search system,3,?,2003; 2004,New,Paid with natural gas,9,27,27
TKM,Ukraine,2011,?,6,?,M-46 130mm,towed gun,6,,2011,Second hand,Second-hand,0.26,1.56,1.56
TKM,Ukraine,2008,?,4,,ship engine,ship engine,4,,2011,New,DR-76 (2500hp) gas turbine; for 2 Project-1241 (Tarantul) FAC from Russia,0.25,1,1
TKM,Ukraine,2008,?,4,,ship engine,ship engine,4,,2011,New,DR-77 (8008hp) gas turbine; for 2 Project-1241 (Tarantul) FAC from Russia,3,12,12
TKM,United States,2019,?,4,,aircraft engine,aircraft engine,4,?,2021,New,Allison AE-2100D3 (5000hp) turboprop for 2 C-27J transport aircraft from Italy,1.5,6,6
TKM,United States,2019,?,12,?,F-124,turbofan,12,?,2021,New,For 6 M-346FA trainer/combat aircraft from Italy,1,12,12
TKM,United States,2020,?,2,?,ScanEagle,UAV,2,?,2021,New,ScanEagle-2 version; for use on C-92 (Deniz Han) frigate,0.04,0.08,0.08
TKM,United States,2015,,28,?,vehicle engine,vehicle engine,28,?,2016,New,Cummins ISL (350hp) diesel engine for 28 Kirpi APC from Turkey,0.05,1.4,1.4
TKM,United States,2021,,2,?,vehicle engine,vehicle engine,2,?,2021,New,Cummins ISM-500 (500hp) diesel engine for 2 Lazar-3 IFV from Serbia,0.08,0.16,0.16
UKR,Argentina,2023,,2,,Mi-17,transport helicopter,0,,,Second hand,Second-hand; aid after Russian 2022 invasion of Ukraine; Mi-171E version,2.9,5.8,0
UKR,Australia,2022,,120,,Bushmaster,APC,120,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl 2 ambulance version,0.14,16.8,16.8
UKR,Australia,2023,,100,?,R-800,IFV turret,0,,,New,$80 m deal; for IFVs; designation uncertain (reported as 'heavy Remote Weapon Systems'),0,0,0
UKR,Australia,2022,,6,,UFH/M-777 155mm,towed gun,6,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,2.4,2.4
UKR,Australia,2022,,28,,Waran,APC,28,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-113AS4 version,0.14,3.92,3.92
UKR,Belgium,2022,?,15,,AIM-120B AMRAAM,BVRAAM,15,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for NASAMS SAM systems,0.16,2.4,2.4
UKR,Belgium,2023,,5,,BPz-2,ARV,0,,,Second hand,Second-hand; financed by German aid,0.56,2.8,0
UKR,Belgium,2023,?,,,F-16C,FGA aircraft,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; F-16AM version (incl some F-16BM/F-16D); delivery planned from 2025,11.4,0,0
UKR,Belgium,2023,,27,,Leopard-1A5,tank,0,,,Second hand,Second-hand; financed by German aid; incl 2 driver training version,1.04,28.08,0
UKR,Belgium,2023,,80,,LMV,APV,80,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.06,4.8,4.8
UKR,Belgium,2022,,28,?,M-109A1 155mm,self-propelled gun,28,?,2022,Second hand,Second-hand; financed by UK aid after 2022 Russian invasion of Ukraine; M-109A4BE version,0.44,12.32,12.32
UKR,Belgium,2023,,40,?,M-113,APC,40,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; financed by Belgium; Luxemburg and Netherlands aid,0.1,4,4
UKR,Belgium,2022,,136,,M-113,APC,136,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; financed by UK aid,0.1,13.6,13.6
UKR,Belgium,2022,?,50,?,MILAN,anti-tank missile,50,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0,0.2,0.2
UKR,Belgium,2023,,25,?,Mistral,portable SAM,25,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.04,0.9,0.9
UKR,Belgium,2022,,4,,MO-120-RT 120mm,mortar,4,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.12,0.48,0.48
UKR,Bulgaria,2023,,100,?,BTR-60PB,APC,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,10,0
UKR,Canada,2023,,12,,AIM-120C AMRAAM,BVRAAM,12,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for NASAMS SAM systems,0.24,2.88,2.88
UKR,Canada,2023,,288,,AIM-7M Sparrow,BVRAAM,288,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for SAM systems,0.07,20.74,20.74
UKR,Canada,2023,,43,,AIM-9M Sidewinder,SRAAM,43,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; probably for NASAMS SAM systems,0.05,2.06,2.06
UKR,Canada,2023,,1,,Buffel,ARV,1,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.9,0.9,0.9
UKR,Canada,2022,,50,?,M-982 Excalibur,guided shell,50,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.02,0.8,0.8
UKR,Canada,2022,,13,,Gurkha,APV,11,?,2023,New,Financed with private donations; ambulance version,0.16,2.08,1.76
UKR,Canada,2022,?,8,,Leopard-2A4,tank,8,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.6,12.8,12.8
UKR,Canada,2022,,39,,Piranha LAV-6,APC,39,?,2022,New,Aid after 2022 Russian invasion of Ukraine; ASCV-TCV version,0.37,14.43,14.43
UKR,Canada,2023,,50,,Piranha LAV-6,APC,0,,,New,CAD650 m deal; aid; incl ambulance version,0.37,18.5,0
UKR,Canada,2022,,800,?,Senator,APC/APV,800,?,2022; 2023,New,Aid after 2022 Russian invasion of Ukraine; incl 190 financed by USA and rest financed by unidentified other states,0.14,112,112
UKR,Canada,2022,,208,,Senator,APC/APV,208,,2022; 2023,New,Aid after 2022 Russian invasion of Ukraine,0.14,29.12,29.12
UKR,Canada,2014,,39,?,Spartan,APC/APV,39,,2014; 2015,New,,0.16,6.24,6.24
UKR,Canada,2022,,10,?,Titan,APC,10,?,2022,New,Probably aid after 2022 Russian invasion of Ukraine; Titan-S version,0.13,1.3,1.3
UKR,Canada,2022,,4,,UFH/M-777 155mm,towed gun,4,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,1.6,1.6
UKR,Croatia,2022,,15,?,M-46 130mm,towed gun,15,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.26,3.9,3.9
UKR,Croatia,2022,,11,,Mi-17,transport helicopter,11,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Mi-8MTV-1 version,2.9,31.9,31.9
UKR,Croatia,2022,,3,,Mi-8T,transport helicopter,3,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl 1 Mi-8PS version,2.4,7.2,7.2
UKR,Croatia,2022,?,10,?,RAK-12,towed MRL,10,?,2023,Second hand,Probably second-hand; probably aid after 2022 Russian invasion of Ukraine,0.03,0.28,0.28
UKR,Czechia,2018,,40,,2S1 122mm,self-propelled gun,40,,2018,Second hand,Second-hand,0.36,14.4,14.4
UKR,Czechia,2019,,16,,2S1 122mm,self-propelled gun,16,,2019,Second hand,Second-hand,0.36,5.76,5.76
UKR,Czechia,2023,,120,?,3M9,SAM,120,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for Kvadrat SAM system,0.05,5.76,5.76
UKR,Czechia,2022,,12,,BM-21 Grad 122mm,self-propelled MRL,12,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; BVP-1 version,0.24,2.88,2.88
UKR,Czechia,2014,,50,?,BMP-1,IFV,50,?,2018,Second hand but modernized,Second-hand but modernized to BMP-1AK before delivery; ordered and delivered via Polish company,0.59,29.7,29.7
UKR,Czechia,2019,,37,,BMP-1,IFV,37,,2020,Second hand,Second-hand; BVP-1 version,0.36,13.32,13.32
UKR,Czechia,2022,,75,?,BMP-1,IFV,75,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; BVP-1 version,0.36,27,27
UKR,Czechia,2022,,56,?,BMP-1,IFV,56,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Pbv-501A version,0.36,20.16,20.16
UKR,Czechia,2023,,35,,BMP-1,IFV,0,,,Second hand,Second-hand; designation uncertain (reported as 'infantry fighting vehicles'); financed by Denmark as aid after 2022 Russian invasion of Ukraine,0.36,12.6,0
UKR,Czechia,2022,,26,?,DANA 152mm,self-propelled gun,26,?,2022; 2023,Second hand but modernized,Second-hand but modernized before delivery; aid after 2022 Russian invasion of Ukraine; Dana M-2 version or incl Dana M-2 version,0.66,17.16,17.16
UKR,Czechia,2022,,645,,Konkurs,anti-tank missile,645,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; designation uncertain (reported as 'anti-tank missiles'),0.01,5.16,5.16
UKR,Czechia,2023,,2,,Kvadrat,SAM system,2,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,7,14,14
UKR,Czechia,2022,,4,?,Mi-24V/Mi-35,combat helicopter,4,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,3.4,13.6,13.6
UKR,Czechia,2022,,18,,One 150,UAV,7,,2023,New,Financed by aid from Germany after 2022 Russian invasion of Ukraine,0.2,3.6,1.4
UKR,Czechia,2022,,6,,One 150,UAV,6,,2022,New,Financed by aid from Luxemburg after 2022 Russian invasion of Ukraine,0.2,1.2,1.2
UKR,Czechia,2023,,1,,RM-70 122mm,self-propelled MRL,1,,2023,Second hand,Second-hand; financed with donations from Czech private persons,0.36,0.36,0.36
UKR,Czechia,2022,,20,?,RM-70 Vampire 122mm,self-propelled MRL,20,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.38,7.6,7.6
UKR,Czechia,2022,,435,,Strela-2,portable SAM,435,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.02,6.96,6.96
UKR,Czechia,2022,,22,?,T-55AM-2,tank,22,?,2022,Second hand,Second-hand; aid after 2022 Russian invasions of Ukraine,0.6,13.2,13.2
UKR,Czechia,2022,,20,?,T-72M1,tank,20,?,2022,Second hand but modernized,Second-hand but modernized before delivery; aid after 2022 Russian invasions of Ukraine,1.72,34.32,34.32
UKR,Czechia,2022,,20,?,T-72M1,tank,20,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.04,20.8,20.8
UKR,Czechia,2022,,1,,T-72M1,tank,1,,2022,Second hand but modernized,Second-hand T-72M1 but modernized to T-72 Avenger before delivery; CZK25 m ($1 m) deal funded by private aid after 2022 Russian invasion of Ukraine,1.72,1.72,1.72
UKR,Czechia,2023,,15,,T-72M1,tank,15,?,2023,Second hand but modernized,Second-hand but modernized before delivery; financed by Denmark,1.72,25.74,25.74
UKR,Czechia,2022,?,19,,vehicle engine,vehicle engine,19,,2023,New,Tatra T-3D (410hp) diesel engine for 19 CAESAR self-propelled guns from France; originally ordered by Denmark but supplied to Ukraine after 2022 Russian invasion of Ukraine; financed by aid from Denmark,0.08,1.52,1.52
UKR,Czechia,2022,,24,?,vehicle engine,vehicle engine,10,?,2022; 2023,New,Tatra T-3D-928-70 (436hp) diesel engine for 24 Zuzana-2 self-propelled guns from Slovakia,0.08,1.92,0.8
UKR,Czechia,2023,,4,,VERA-E,air search system,0,,,New,EUR150 m deal; financed by Netherlands as aid after 2022 Russian invasion of Ukraine; VERA-NG version,12,48,0
UKR,Denmark,2023,,19,,F-16C,FGA aircraft,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; F-16AM version; delivery planned 2024-2025,11.4,216.6,0
UKR,Denmark,2022,,20,?,Harpoon Block-2,anti-ship missile/SSM,20,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,8,8
UKR,Denmark,2022,,1,?,HCDS,coastal defence system,1,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,4,4,4
UKR,Denmark,2022,,20,?,K-6 120mm,mortar,20,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,2,2
UKR,Denmark,2022,,54,,M-113A3,APC,54,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.12,6.48,6.48
UKR,Estonia,2021,,9,?,D-30 122mm,towed gun,9,?,2022,Second hand,Second-hand; aid,0.14,1.26,1.26
UKR,Estonia,2022,?,31,?,D-30 122mm,towed gun,31,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.14,4.34,4.34
UKR,Estonia,2022,,24,?,FH-70 155mm,towed gun,24,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,9.6,9.6
UKR,Estonia,2021,,50,?,FGM-148 Javelin,anti-tank missile,50,?,2022,Second hand,Second-hand; aid,0.01,0.6,0.6
UKR,Estonia,2022,,250,?,FGM-148 Javelin,anti-tank missile,250,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.01,3,3
UKR,Estonia,2022,,30,,M/41D 120mm,mortar,30,,2022,Second hand,Second-hand; aid,0.1,3,3
UKR,Estonia,2022,,7,,Mamba,APC/APV,7,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.06,0.42,0.42
UKR,Estonia,2022,,50,?,MILAN,anti-tank missile,50,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0,0.2,0.2
UKR,Finland,2023,,3,,HMBV,AEV,3,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1,3,3
UKR,Finland,2022,,5,?,XA-180,APC,5,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; XA-185 version,0.12,0.6,0.6
UKR,France,2023,?,600,?,AASM Hammer,ASM,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; delivery planned 2024,0.08,48,0
UKR,France,2022,,30,?,AMX-10RC,armoured car,30,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; AMX-10RCR version,0.48,14.4,14.4
UKR,France,2018,,14,?,AS-350/AS-550 Fennec,light helicopter,2,?,2023,New,Part of EUR555 m deal for 24 for non-military border guard role but 14 for military role after 2022 Russian invasion of Ukraine; H125 version,0.9,12.6,1.8
UKR,France,2022,,18,,CAESAR 155mm,self-propelled gun,18,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.44,7.92,7.92
UKR,France,2023,,6,,CAESAR 155mm,self-propelled gun,6,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.44,2.64,2.64
