Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
JOR,United States,2013,,100,?,FGM-148 Javelin,anti-tank missile,100,?,2014,New,Javelin Block-1 version,0.03,3,3
JOR,United States,2014,,10,?,FGM-148 Javelin,anti-tank missile,10,?,2014,New,Javelin Block-1 version,0.03,0.3,0.3
JOR,United States,2017,,250,?,FGM-148 Javelin,anti-tank missile,250,?,2019; 2020,New,,0.03,7.5,7.5
JOR,United States,2015,?,198,?,JDAM,guided bomb,198,?,2018,New,,0.02,3.96,3.96
JOR,United States,2022,,202,,JDAM,guided bomb,0,,,New,Incl 100 GBU-31 and 102 GBU-54 LJDAM versions; for F-16 combat aircraft,0.02,4.04,0
JOR,United States,2018,?,15,?,L-118 105mm,towed gun,15,?,2019; 2020,Second hand,Second-hand; aid,0.24,3.6,3.6
JOR,United States,2004,,47,,M-113,APC,47,?,2004,Second hand,Second-hand; aid; incl 5 M-577A2 command post version,0.1,4.7,4.7
JOR,United States,2013,,200,,M-113,APC,200,,2014,Second hand,Second-hand; M-577 command post version,0.1,20,20
JOR,United States,2016,,300,,M-113,APC,300,,2017; 2018,Second hand,Second-hand; aid; M-577A2 command post version,0.1,30,30
JOR,United States,2012,,12,,M-88,ARV,12,,2013,Second hand,Scond-hand; aid; M-88A1 version,0.6,7.2,7.2
JOR,United States,2013,,10,,M-88,ARV,10,,2015,New,Scond-hand but rebuilt to new condition; aid; M-88A1 version,1.5,15,15
JOR,United States,2007,?,6,,MD-500E,light helicopter,6,,2008,New,Armed MD-530F version,0.7,4.2,4.2
JOR,United States,2020,,2,,MGBW-38m,patrol craft,0,,,New,Delivery planned 2024-2025,0,0,0
JOR,United States,2005,,150,,MIM-23B HAWK,SAM,150,?,2006; 2007,Second hand,Second-hand; MIM-23E version,0.07,10.2,10.2
JOR,United States,2015,,200,,Paveway,guided bomb,200,,2015,New,Aid; GBU-12 version; for F-16 combat aircraft,0.02,4,4
JOR,United States,2022,,405,,Paveway,guided bomb,0,,,New,Paveway-2 version; for F-16V combat aircraft,0.02,8.1,0
JOR,United States,2014,,11,,R-44,light helicopter,11,?,2014; 2015; 2016,New,For training,0.25,2.75,2.75
JOR,United States,2012,?,39,,RG-33,APC,39,?,2016,Second hand,Second-hand; aid,0.08,3.12,3.12
JOR,United States,2014,?,200,,RG-33,APC,200,?,2018; 2019,Second hand,Second-hand,0.08,16,16
JOR,United States,2015,?,8,,S-70 Black Hawk,transport helicopter,8,?,2015; 2016,Second hand,Second-hand; aid; UH-60A version,2.6,20.8,20.8
JOR,United States,2004,,8,,S-70 Black Hawk,transport helicopter,8,,2007,New,$220 m deal; UH-60L version,7.25,58,58
JOR,United States,2016,?,12,,S-70 Black Hawk,transport helicopter,12,,2017,New,UH-60M version; aid,7.25,87,87
JOR,United States,2023,,2,,S-70 Black Hawk,transport helicopter,0,,,New,UH-60M version; delivery planned by 2027,7.25,14.5,0
JOR,United States,2013,,5,,AAQ-33 Sniper ATP,aircraft EO system,5,?,2014,New,$16.5 m deal; for F-16 combat aircraft,1,5,5
JOR,United States,2015,,10,,AAQ-33 Sniper ATP,aircraft EO system,10,?,2015; 2016,Second hand,Second-hand; $8.9 m deal,0.4,4,4
JOR,United States,2022,,4,?,AAQ-33 Sniper ATP,aircraft EO system,0,,,New,For F-16V combat aircraft,1,4,0
JOR,United States,2001,,562,?,BGM-71 TOW,anti-tank missile,562,?,2002; 2003,New,BGM-71E TOW-2A version,0.01,5.62,5.62
JOR,United States,2016,,300,?,BGM-71 TOW,anti-tank missile,300,?,2016; 2017; 2018,New,,0.01,3,3
JOR,United States,2002,,400,?,BGM-71F TOW-2B,anti-tank missile,400,?,2003; 2004,New,Part of $52 m deal (for 1689 TOW-2A/TOW-2B for 5 countries),0.02,8,8
JOR,United States,2016,,9,?,TPQ-36 Firefinder,artillery locating radar,9,?,2019,Second hand,Second-hand,1.2,10.8,10.8
JOR,United States,2002,?,2,,TPS-77,air search radar,2,,2004,New,,11,22,22
JOR,United States,2016,,2,,TPS-77,air search radar,2,?,2017; 2018,New,Part of $42 m deal; designation uncertain (reported as 'long-range radar'),11,22,22
JOR,United States,2005,?,1000,?,vehicle engine,vehicle engine,1000,?,2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015,New,Detroit Diesel 6V-53T (275hp) diesel engine for modernization of about 1000 M-113 APC to M-113A2 Mk-1J,0.03,30,30
JOR,United States,2014,,25,?,vehicle engine,vehicle engine,25,?,2016; 2017; 2018,New,Cummins ISBe-4 (450hp) diesel engine; for 50 Mbombe IFV from South Africa,0.08,2,2
JOR,unknown supplier(s),2001,?,6,,Type-63 107mm,towed MRL,6,,2002,New,Designation uncertain; supplier could be China; for AB-19 self-propelled MRL produced in Jordan,0.05,0.3,0.3
KUW,Austria,2010,,24,?,Pandur,APC,24,?,2013; 2014,New,,0.3,7.2,7.2
KUW,Austria,2010,,56,?,Pandur,IFV,56,?,2013; 2014,New,,0.3,16.8,16.8
KUW,China,2001,,24,?,PCZ-45,ALV,24,?,2002; 2003,New,Part of $200 m deal,0.5,12,12
KUW,China,2001,,24,?,PLZ-45 155mm,self-propelled gun,24,?,2002; 2003,New,Part of $200 m deal,1.35,32.4,32.4
KUW,China,2001,,1,?,Type-84,ARV,1,?,2003,New,Part of $200 m deal,1,1,1
KUW,China,2001,,4,?,Type-85,APC,4,?,2002; 2003,New,Part of $200 m deal; ZCY-45 and ZCL-45 command post versions for use with PLZ-45 self-propelled guns,0.3,1.2,1.2
KUW,France,2002,?,2,,AS365/AS565 Panther,helicopter,2,,2005,New,For police,3.25,6.5,6.5
KUW,France,2021,?,6,?,MM-40-3 Exocet,anti-ship/land-attack missile,6,?,2021,New,For H-225M helicopters,1,6,6
KUW,France,2016,,30,,H725 Caracal,transport helicopter,30,?,2020; 2021,New,EUR1.1 b deal; H225M Caracal version; incl 6 for National Guard,8,240,240
KUW,France,2015,,120,,Sherpa,APC/APV,120,?,2016; 2017; 2018,New,,0.25,30,30
KUW,France,2018,,300,?,Sherpa,APC/APV,300,?,2019; 2020; 2021,New,EUR270 m deal,0.25,75,75
KUW,France,2008,,20,?,VBL,APV,20,,2009,New,VBL Mk-2 version,0.12,2.4,2.4
KUW,Germany,2003,?,8,,Condor,APC,8,,2004,New,For National Guard; Condor-2 version,0.22,1.76,1.76
KUW,Germany,2015,,12,,Fuchs-2,APC,12,,2017,New,NBC reconnaissance version,0.4,4.8,4.8
KUW,Italy,2007,,250,?,Aspide,BVRAAM/SAM,250,?,2008; 2009; 2010; 2011; 2012; 2013,New,Part of $65 m deal; Aspide-2000 SAM version; for Skyguard AD systems,0.18,45,45
KUW,Italy,2016,,8,?,EJ-200,turbofan,6,?,2021; 2022; 2023,New,Spares for Typhoon combat aircraft,2.5,20,15
KUW,Italy,2019,?,,,Marte-ER,anti-ship missile,0,,,New,For Typhoon combat aircraft,0.7,0,0
KUW,Italy,2016,,28,,Typhoon Block-20,FGA aircraft,13,,2021; 2022; 2023,New,EUR7-8 b deal; Typhoon Tranche-3A version; delivery planned 2021-2024,57.5,1610,747.5
KUW,Norway,2008,,20,,Protector,APC turret,20,,2009,New,For 20 VBL APV from France,0.05,1,1
KUW,Norway,2014,,10,?,Protector,APC turret,10,?,2015,New,,0.05,0.5,0.5
KUW,Norway,2016,?,218,,Protector,APC turret,218,?,2021; 2022,New,For modernization of 218 Kuwaiti M-1A2 tanks; probably from US production line,0.05,10.9,10.9
KUW,Russia,2009,,70,?,BMP-3,IFV,70,,2010; 2011,New,BMP-3M version,1.45,101.5,101.5
KUW,Russia,2014,,33,?,BMP-3,IFV,33,,2015,New,,1.45,47.85,47.85
KUW,Switzerland,2016,,10,?,Skyguard,fire control radar,10,?,2017; 2018; 2019; 2020,New,EUR390 m deal; for use with Skyguard AD system; recipient possibly other country,5,50,50
KUW,Switzerland,2001,,5,,Skyguard,AA gun/SAM system,5,?,2001,New,Amoun version; ordered via and partly produced in Egypt,10,50,50
KUW,Switzerland,2014,,2,?,Skyguard,AA gun/SAM system,2,?,2016,New,,10,20,20
KUW,Turkiye,2023,,,,Bayraktar TB2,armed UAV,0,,,New,$370 m deal,2.4,0,0
KUW,Turkiye,2015,?,40,?,Ejder,APC,40,,2016,New,Designation uncertain (reported as 'wheeled armoured vehicle'),0.3,12,12
KUW,UAE,2013,?,2,,ADSB 64m,landing ship,2,?,2017; 2018,New,Kuwaiti designation Safar,15,30,30
KUW,UAE,2013,?,1,,L-42,landing craft,1,,2017,New,Kuwaiti designation Sabhan,7.4,7.4,7.4
KUW,United Kingdom,2007,,10,?,RMTS,IFV turret,10,?,2010; 2011,New,For Desert Chameleon IFV from USA,0.6,6,6
KUW,United Kingdom,2017,?,8,,Thales ROTSS,APC turret,8,?,2017,New,For modernization of 8 Condor APC,0.1,0.8,0.8
KUW,United States,2002,,188,?,AGM-114 Hellfire-2,anti-tank missile/ASM,188,?,2007,New,Part of $868 m deal (part of larger $2.1 b deal); AGM-114K3 version; for AH-64D helicopters,0.05,9.4,9.4
KUW,United States,2013,?,300,?,AGM-114 Hellfire-2,anti-tank missile/ASM,300,?,2015,New,AGM-114R version,0.05,15,15
KUW,United States,2021,?,300,?,AGM-114 Hellfire-2,anti-tank missile/ASM,200,?,2022; 2023,New,AGM-114R version,0.05,15,10
KUW,United States,2002,,96,?,AGM-114L Hellfire Longbow,anti-tank missile,96,?,2007,New,Part of $868 m deal (part of larger $2.1 b deal); AGM-114L3 version; for AH-64D helicopters,0.07,6.72,6.72
KUW,United States,2003,,16,,AH-64D Apache,combat helicopter,16,,2007,New,Part of $868 m deal (incl $213 m for airframes and $46 m for Longbow radars; part of $2.1 b deal); sold on condition to be used for defensive operations only,15.5,248,248
KUW,United States,2021,,24,,AH-64E Apache,combat helicopter,0,,,New,Including 16 Kuwaiti AH-64D rebuilt to AH-64E,15,360,0
KUW,United States,2009,,120,?,AIM-120C AMRAAM,BVRAAM,120,?,2010; 2013; 2014,New,Possibly $178 m deal; AIM-120C-7 version,0.6,72,72
KUW,United States,2019,?,60,?,AIM-120C AMRAAM,BVRAAM,60,?,2022,New,For F/A18E combat aircraft; AIM-120C-7 version,0.6,36,36
KUW,United States,2013,,80,,AIM-9X Sidewinder,BVRAAM,80,?,2014; 2015,New,$40 m deal; AIM-9X Block-2 version,0.18,14.4,14.4
KUW,United States,2014,,1,,AIM-9X Sidewinder,BVRAAM,1,,2016,New,AIM-9X Block-2 version,0.18,0.18,0.18
KUW,United States,2003,,8,,APG-78 Longbow,combat heli radar,8,?,2007,New,Part of $46 m deal; for 8 AH-64D combat helicopters,3,24,24
KUW,United States,2013,,1,,C-17A Globemaster-3,heavy transport aircraft,1,,2014,New,,140,140,140
KUW,United States,2011,?,1,,C-17A Globemaster-3,heavy transport aircraft,1,,2014,New,,140,140,140
KUW,United States,2007,,20,,Desert Chameleon,IFV,20,,2010; 2011,New,For police,0.4,8,8
KUW,United States,2018,,28,,F/A-18E Super Hornet,FGA aircraft,28,?,2022,New,$2.7 b deal; F/A-18E Block-3 version (incl 6 F/A-18F trainer/combat version),50,1400,1400
KUW,United States,2002,?,21,?,Harpoon Block-1,anti-ship missile,21,,2003,New,AGM-84 version,0.9,18.9,18.9
KUW,United States,2009,,51,,JDAM,guided bomb,51,?,2011,New,,0.02,1.02,1.02
KUW,United States,2016,,51,,JDAM,guided bomb,51,?,2017,New,,0.02,1.02,1.02
KUW,United States,2009,,3,,KC-130J Hercules,tanker/transport aircraft,3,,2014,New,$245 m deal (part of $1.1 b deal incl support),45,135,135
KUW,United States,2010,?,40,?,LAV-25 turret,IFV turret,40,?,2013; 2014,New,For Pandur IFV from Austria,0.6,24,24
KUW,United States,2016,,218,,M-1A2S Abrams,tank,218,?,2021; 2022,New,M1A2-K version,5,1090,1090
KUW,United States,2020,,19,,M-88A2 HERCULES,ARV,19,?,2021; 2022,New,,2,38,38
KUW,United States,2011,,209,,MIM-104 PAC-2,SAM,209,?,2014; 2015,New,MIM-104E GEM-T version,1,209,209
KUW,United States,2013,,60,?,MIM-104 PAC-3,ABM missile,60,?,2015; 2016,New,,0.8,48,48
KUW,United States,2021,,84,?,MIM-104 PAC-3 MSE,ABM missile,0,,,New,,1.5,126,0
KUW,United States,2008,,6,?,Patriot Configuration-3,SAM system,6,?,2014; 2015; 2016,New,Kuwaiti Patriot SAM systems rebuilt to Patriot PAC-3,55,330,330
KUW,United States,2014,,2,?,Patriot Configuration-3,SAM system,2,?,2017; 2018,New,$655 m deal; probably Patriot PAC-3+ version,55,110,110
KUW,United States,2009,,10,,Pegasus,patrol craft,10,?,2011; 2012; 2013,New,,4.6,46,46
KUW,United States,2005,?,5,?,AAQ-33 Sniper ATP,aircraft EO system,5,?,2006,New,$12.5 m deal,1,5,5
KUW,United States,2016,?,14,,AAQ-33 Sniper ATP,aircraft EO system,14,?,2018; 2019,New,For F/A-18C combat aircraft,1,14,14
KUW,United States,2016,,18,,AAQ-33 Sniper ATP,aircraft EO system,11,?,2022; 2023,New,For Typhoon combat aircraft,1,18,11
KUW,United States,2021,?,14,?,AAQ-33 Sniper ATP,aircraft EO system,14,?,2023,New,For F/A-18E combat aircraft,1,14,14
KUW,United States,2008,?,2127,?,BGM-71 TOW,anti-tank missile,2127,?,2009; 2010; 2011,New,TOW-2A version,0.01,21.27,21.27
KUW,United States,2008,?,1418,?,BGM-71F TOW-2B,anti-tank missile,1418,?,2010; 2011; 2012,New,,0.02,28.36,28.36
KUW,United States,2003,,1,,TPS-63,air search radar,1,,2005,New,$84-113 m deal; LASS version (on aerostat),5,5,5
KUW,United States,2022,,4,,TPS-77,air search radar,0,,,New,$85 m deal; planned delivery by 2027,11,44,0
IRQ,unknown supplier(s),2014,,10,?,Guardian,APC,10,?,2014; 2015,New,,0.18,1.8,1.8
LEB,Belgium,2007,,22,,AIFV,IFV,22,,2009; 2010,Second hand,Second-hand,0.36,7.92,7.92
LEB,Belgium,2007,,12,,M-113,APC,12,,2009,Second hand,Second-hand; ambulance version,0.1,1.2,1.2
LEB,Brazil,2015,,6,,EMB-314 Super Tucano,trainer/combat aircraft,6,,2017; 2018,New,$173 m deal; A-29B version; from US production line; for combat role,4.5,27,27
LEB,Brazil,2014,,20,?,VBTP Guarani,APC,20,?,2017,New,Part of EUR30 m deal; ordered via Italy; VBTP-MR version,0.3,6,6
LEB,Canada,2015,,8,?,aircraft engine,aircraft engine,8,?,2017; 2018,New,Pratt & Whitney Canada PT-6A-68C (1250hp) turboprop; for 6 EMB-314 trainer/combat aircraft from Brazil; incl 2 spare engines,0.5,4,4
LEB,France,2009,,1,,Gwalarn,patrol craft,1,,2009,Second hand,Second-hand; Lebanese designation Al Kalamoun,1.4,1.4,1.4
LEB,France,2016,,600,?,HOT,anti-tank missile,600,?,2017; 2018; 2019,Second hand,Second-hand; aid; for VAB-VCAC tank destroyers; HOT-2 version,0.01,4.8,4.8
LEB,France,2014,,48,,MILAN,anti-tank missile,48,,2015,New,Milan F2A version; incl 16 launchers; financed by Saudi Arabia,0.01,0.48,0.48
LEB,France,2012,?,9,?,Sherpa,APC/APV,9,,2013,New,,0.25,2.25,2.25
LEB,France,2016,,25,?,VAB-VCAC,tank destroyer,25,?,2017; 2018; 2019,Second hand,Second-hand; aid,0.36,9,9
LEB,France,2011,,8,,VAB-VTT,APC,8,,2011,Second hand,Second-hand; aid; 4-wheeled version,0.12,0.96,0.96
LEB,France,2012,?,4,?,VAB-VTT,APC,4,,2013,New,,0.3,1.2,1.2
LEB,France,2023,,25,?,VAB-VTT,APC,0,,,Second hand,Second-hand; aid,0.12,3,0
LEB,Germany,2007,,1,,Bremen-2,patrol craft,1,,2007,Second hand,Second-hand,2.4,2.4,2.4
LEB,Germany,2008,,1,,Totendorf,patrol craft,1,,2008,Second hand,Second-hand; aid,1.4,1.4,1.4
LEB,Italy,2013,?,3,?,Falco,UAV,3,?,2014,New,,0.2,0.6,0.6
LEB,Italy,2014,,25,,LMV,APV,25,?,2016; 2017,New,Part of EUR30 m deal,0.15,3.75,3.75
LEB,Italy,2014,,5,?,MPV-VTTM,APC,5,?,2015,New,Part of EUR30 m deal,0.25,1.25,1.25
LEB,Italy,2014,,20,?,vehicle engine,vehicle engine,20,?,2017,New,Cursor-9 (380hp) diesel engine; for 20 VBTP APC from Brazil,0.05,1,1
LEB,Jordan,2014,,12,?,M-109A1 155mm,self-propelled gun,12,?,2015,Second hand,Second-hand; aid; M-109A2 version,0.44,5.28,5.28
LEB,Jordan,2014,?,30,,M-113,APC,30,,2015,Second hand,Second-hand; aid,0.1,3,3
LEB,Jordan,2008,?,66,?,M-60A3 Patton-2,tank,66,?,2009; 2010,Second hand,Second-hand; probably paid by USA,0.84,55.44,55.44
LEB,UAE,2009,,10,,SA-330 Puma,helicopter,10,,2010,Second hand,Second-hand; aid; IAR-330SM version,2.4,24,24
LEB,UAE,2018,?,1,?,SA-330 Puma,helicopter,1,?,2018,Second hand,Second-hand; IAR-330SM version; probably aid,2.4,2.4,2.4
LEB,UAE,2006,?,9,,SA-342 Gazelle,light helicopter,9,,2007,Second hand,Second-hand; aid,0.34,3.06,3.06
LEB,UAE,2018,?,1,?,SA-342 Gazelle,light helicopter,0,,,Second hand,Second-hand; SA-342L version; supplier uncertain,0.34,0.34,0
LEB,United States,2008,,20,?,AGM-114 Hellfire-2,anti-tank missile/ASM,20,?,2009,New,For Cessna-208B (AC-208) light transport aircraft,0.05,1,1
LEB,United States,2014,,100,?,AGM-114 Hellfire-2,anti-tank missile/ASM,100,?,2014,New,For Cessna-208B (AC-208) light transport aircraft; aid,0.05,5,5
LEB,United States,2014,,50,?,AGM-114 Hellfire-2,anti-tank missile/ASM,50,?,2015,New,,0.05,2.5,2.5
LEB,United States,2015,?,100,?,AGM-114 Hellfire-2,anti-tank missile/ASM,100,?,2015,New,,0.05,5,5
LEB,United States,2017,?,1000,?,AGM-114 Hellfire-2,anti-tank missile/ASM,1000,?,2019; 2020; 2021,New,,0.05,50,50
LEB,United States,2016,,2000,?,WGU-59 APKWS,ASM,2000,?,2019; 2020; 2021; 2022,New,For A-29B (EMB-314) trainer/combat aircraft,0.01,20,20
LEB,United States,2008,?,1,,Cessna-208 Caravan,light transport aircraft,1,,2009,New,Cessna-208B (AC-208) armed version; aid,1,1,1
LEB,United States,2011,?,1,,Cessna-208 Caravan,light transport aircraft,1,,2013,Second hand but modernized,Second-hand Cessna-208B but modernized to surveillance aircraft before delivery; aid,0.66,0.66,0.66
LEB,United States,2015,,1,,Cessna-208 Caravan,light transport aircraft,1,,2016,New,Cessna-208B (AC-208) armed version; aid,1,1,1
LEB,United States,2015,?,1000,?,M-712 Copperhead,guided shell,1000,?,2015; 2018,Second hand,Second-hand; aid,0.01,12,12
LEB,United States,2010,,1,,CSC-43m,patrol craft,1,,2012,New,$29 m aid; Lebanese designation Tablous,12.2,12.2,12.2
LEB,United States,2016,,10,,M-992 FAASV,ALV,10,,2017,Second hand,Second-hand; aid,0.24,2.4,2.4
LEB,United States,2017,,28,,M-992 FAASV,ALV,28,,2019,Second hand,Second-hand; aid ,0.24,6.72,6.72
LEB,United States,2014,?,74,?,HMMWV-UA,APV,74,?,2015; 2016,Second hand,Probably second-hand; aid,0.05,3.85,3.85
LEB,United States,2018,?,150,,HMMWV-UA,APV,150,,2019,New,Aid,0.13,19.5,19.5
LEB,United States,2012,?,24,?,K-6 120mm,mortar,24,,2013,Second hand,Probably second-hand; M-120A1 version,0.1,2.4,2.4
LEB,United States,2020,,52,?,K-6 120mm,mortar,52,,2020; 2021; 2022,New,,0.25,13,13
LEB,United States,2017,?,24,,M-109A5 155mm,self-propelled gun,24,?,2022,Second hand,Second-hand,0.5,12,12
LEB,United States,2012,,200,,M-113,APC,200,,2013,Second hand,Second-hand; aid,0.1,20,20
LEB,United States,2007,,71,?,M-198 155mm,towed gun,71,,2009; 2010,Second hand,Second-hand; aid,0.34,24.14,24.14
LEB,United States,2014,,72,,M-198 155mm,towed gun,72,,2015,Second hand,Second-hand; aid,0.34,24.48,24.48
LEB,United States,2015,,40,,M-198 155mm,towed gun,40,,2016,Second hand,Second-hand; aid,0.34,13.6,13.6
LEB,United States,2016,?,32,,M-2 Bradley,IFV,32,,2017; 2018,Second hand,Second-hand; aid; M-2A2 version,0.64,20.48,20.48
LEB,United States,2017,,2,,M-88A2 HERCULES,ARV,2,,2019,New,Aid,2,4,4
LEB,United States,2018,,6,,MD-500E,light helicopter,6,?,2020; 2021,New,$94 m 'Building Partner Capacity' aid; MD-530F+ version,0.7,4.2,4.2
LEB,United States,2003,?,4,,R-44,light helicopter,4,,2005,New,R44 Raven-2 version; for training,0.25,1,1
LEB,United States,2017,?,2,?,R-44,light helicopter,2,?,2018,New,R-44 Raven-2 version; for training,0.25,0.5,0.5
LEB,United States,2017,,6,,ScanEagle,UAV,6,,2019,New,'Building Partner Capacity' aid (worth $11 m),0.04,0.24,0.24
LEB,United States,2021,,3,,SP-2600,patrol craft,3,,2023,Second hand,Second-hand; aid; Marine Protector version,1.68,5.04,5.04
LEB,United States,2014,?,239,,BGM-71 TOW,anti-tank missile,239,,2015,New,Possibly second-hand; deal incl also 20 launchers; aid,0.01,2.39,2.39
LEB,United States,2016,?,350,?,BGM-71 TOW,anti-tank missile,350,?,2017,Second hand,For 32 M-2A2 IFV; aid,0,1.4,1.4
LEB,United States,2017,,1500,?,BGM-71F TOW-2B,anti-tank missile,1500,?,2018; 2019; 2020,New,Incl 1000 BGM-71E and 500 BGM-71H versions,0.02,30,30
LEB,United States,2012,,6,,UH-1H Huey-2,helicopter,6,,2012,New,$58 m aid (incl $33 m for aircraft only); second-hand UH-1H rebuilt to Huey-2,3.1,18.6,18.6
LEB,United States,2014,,6,?,UH-1H Huey-2,helicopter,6,?,2016; 2017,New,Second-hand UH-1H rebuilt to Huey-2; aid,3.1,18.6,18.6
LEB,United States,2020,?,3,,UH-1H Huey-2,helicopter,3,,2021,New,Second-hand UH-1H rebuilt to Huey-2,3.1,9.3,9.3
LEB,United States,2021,?,3,,UH-1H Huey-2,helicopter,3,,2022,New,Second-hand UH-1H rebuilt to Huey-2,3.1,9.3,9.3
AFG,Russia,2001,?,16,?,2B11 120mm,mortar,16,?,2001,Second hand,Second-hand; aid,0.1,1.6,1.6
AFG,Russia,2001,?,10,?,BM-21 Grad 122mm,self-propelled MRL,10,?,2001,Second hand,Ex-Russian; aid,0.24,2.4,2.4
AFG,Russia,2001,?,40,?,BMP-1,IFV,40,?,2001,Second hand,Second-hand; aid,0.36,14.4,14.4
AFG,Russia,2001,?,40,?,BMP-2,IFV,40,?,2001,Second hand,Second-hand; aid,0.36,14.4,14.4
AFG,Russia,2001,?,20,?,BTR-60PB,APC,20,?,2001,Second hand,Second-hand; aid,0.1,2,2
AFG,Russia,2001,?,36,?,D-30 122mm,towed gun,36,?,2001,Second hand,Second-hand; aid,0.14,5.04,5.04
AFG,Russia,2001,?,500,?,Fagot,anti-tank missile,500,?,2001,New,Ex-Russian; aid; incl for BMP-2 IFVs,0.01,5,5
AFG,Russia,2001,?,500,?,Malyutka,anti-tank missile,500,?,2001,New,Ex-Russian; aid; incl for BMP-1 IFVs,0.01,5,5
AFG,Russia,2001,?,8,?,T-12 100mm/2A19,towed gun,8,?,2001,Second hand,Second-hand; aid; MT-12 version,0.13,1.06,1.06
AFG,Russia,2001,?,40,?,T-55AM-2,tank,40,?,2001,Second hand,Second-hand; aid; no. could be 60,0.6,24,24
AFG,Russia,2001,?,12,?,T-62,tank,12,?,2001,Second hand,Second-hand; aid; T-62K version; no. could be 40,0.72,8.64,8.64
AFG,Russia,2001,?,40,?,ZSU-23-4 Shilka,self-propelled AA gun,40,?,2001,Second hand,Second-hand; aid,2.8,112,112
OMA,Australia,2014,,2,,HSSV-72,transport ship,2,,2016,New,AUD125 m deal,20,40,40
OMA,Canada,2012,,16,?,aircraft engine,aircraft engine,16,?,2013; 2014; 2015; 2016,New,Pratt & Whitney Canada PW-127G (2650hp) turboprop for 4 C-295 transport aircraft and 4 C-295MSA MP aircraft from Spain,0.75,12,12
OMA,Canada,2007,?,1,,Hawk-100,trainer/combat aircraft,1,,2008,Second hand,Second-hand; Hawk-115 version,4,4,4
OMA,China,2001,?,6,?,Type-90 122mm,self-propelled MRL,6,?,2002,New,,0.6,3.6,3.6
OMA,China,2003,?,50,?,WZ-551,APC,50,?,2003,New,WZ-551B version; incl CP and ambulance version,0.35,17.5,17.5
OMA,Denmark,2012,?,4,,Terma-9000,MP aircraft radar,4,?,2015; 2016,New,For 4 C-295MPA MP aircraft from Spain,2.5,10,10
OMA,France,2007,,6,,2R2M 120mm,mortar,6,,2009,New,For 6 VAB APC,0.3,1.8,1.8
OMA,France,2007,,2,,A321,transport aircraft,2,?,2009,New,A-320 version; incl for VIP transport,45,90,90
OMA,France,2005,?,3,,AS-350/AS-550 Fennec,light helicopter,3,,2006,New,,0.9,2.7,2.7
OMA,France,2006,,50,?,MM-40-3 Exocet,anti-ship/land-attack missile,50,?,2013; 2014,New,For Al Shamikh (Khareef) frigates,1,50,50
OMA,France,2007,?,60,?,MICA,BVRAAM,60,?,2013; 2014,New,For VL-MICA-M SAM system on 3 Al Shamikh (Khareef) frigates,0.4,24,24
OMA,France,2009,,50,?,MICA,BVRAAM,50,?,2012,New,For MICA SAM system,0.4,20,20
OMA,France,2004,,20,,NH-90 TTH,transport helicopter,20,?,2010; 2011; 2012; 2013; 2014; 2017,New,EUR600-800 m deal; incl for SAR,7,140,140
OMA,France,2009,,1,?,VL-MICA,SAM system,1,?,2012,New,,20,20,20
OMA,Germany,2007,,6,,ship engine,ship engine,6,?,2013; 2014,New,MTU-20V-8000 diesel engine; for 3 Al Shamikh (Khareef) frigates from UK,4,24,24
OMA,Germany,2015,?,172,?,vehicle engine,vehicle engine,172,?,2017; 2018; 2019; 2020,New,BFM-2015 (523hp) diesel engine; for Pars IFV from Turkey,0.08,13.76,13.76
OMA,Italy,2008,,6,?,Centauro,AFSV,6,?,2010,New,Version with 120mm gun,2.25,13.5,13.5
OMA,Italy,2009,,3,,Centauro,AFSV,3,?,2011,New,Version with 120mm gun,2.25,6.75,6.75
OMA,Italy,2007,?,3,,Super Rapid 76mm,naval gun,3,?,2013; 2014,New,For 3 Al Shamikh frigates from UK,2.75,8.25,8.25
OMA,Italy,2012,,4,,Super Rapid 76mm,naval gun,4,?,2015; 2016,New,For 4 Fearless-75 OPV from Singapore,2.75,11,11
OMA,Netherlands,2007,,3,,SMART,air search radar,3,,2013; 2014,New,SMART-S Mk-2 version; for 3 Al Shamikh (Khareef) frigates from UK,12.5,37.5,37.5
OMA,Netherlands,2007,,3,,STING,fire control radar,3,,2013; 2014,New,For 3 Al Shamikh (Khareef) frigates from UK,4.75,14.25,14.25
OMA,Netherlands,2012,,4,,STIR,fire control radar,4,,2015; 2016,New,STIR-1.2 Mk-2 version; for 4 Fearless-75 OPV from Singapore,4.5,18,18
OMA,Netherlands,2012,,4,,Variant,air/sea search radar,4,,2015; 2016,New,For 4 Fearless-75 OPV from Singapore,4.75,19,19
OMA,Norway,2013,?,10,?,NASAMS-2,SAM system,10,?,2016; 2017,New,$600 m deal; NASAMS-2 version,15,150,150
OMA,Pakistan,2002,,5,,MFI-17 Supporter,trainer aircraft,5,,2002,New,Super Mushshak version,0.24,1.2,1.2
OMA,Singapore,2012,,4,,Fearless-75,OPV,4,,2015; 2016,New,USD700m 'Project Al-Ofouq',35,140,140
OMA,Spain,2012,,4,,C-295,transport aircraft,4,?,2013; 2014,New,,12.5,50,50
